timestamp,open,high,low,close,volume
2025-12-01T09:15:00+00:00,34880.00,34883.00,34869.00,34872.00,2.100000
2025-12-01T09:20:00+00:00,34872.00,34875.00,34863.00,34866.00,1.500000
2025-12-01T09:25:00+00:00,34866.00,34869.00,34859.00,34862.00,1.600000
2025-12-01T09:30:00+00:00,34862.00,34865.00,34857.00,34860.00,1.700000
2025-12-01T09:35:00+00:00,34860.00,34863.00,34857.00,34860.00,1.800000
2025-12-01T09:40:00+00:00,34860.00,34865.00,34857.00,34862.00,1.900000
2025-12-01T09:45:00+00:00,34862.00,34869.00,34859.00,34866.00,2.000000
2025-12-01T09:50:00+00:00,34866.00,34875.00,34863.00,34872.00,2.100000
2025-12-01T09:55:00+00:00,34872.00,34883.00,34869.00,34880.00,1.500000
2025-12-01T10:00:00+00:00,34880.00,34883.00,34867.00,34870.00,1.600000
2025-12-01T10:05:00+00:00,34870.00,34873.00,34859.00,34862.00,1.700000
2025-12-01T10:10:00+00:00,34862.00,34865.00,34853.00,34856.00,1.800000
2025-12-01T10:15:00+00:00,34856.00,34859.00,34849.00,34852.00,1.900000
2025-12-01T10:20:00+00:00,34852.00,34855.00,34847.00,34850.00,2.000000
2025-12-01T10:25:00+00:00,34850.00,34853.00,34847.00,34850.00,2.100000
2025-12-01T10:30:00+00:00,34850.00,34855.00,34847.00,34852.00,1.500000
2025-12-01T10:35:00+00:00,34852.00,34859.00,34849.00,34856.00,1.600000
2025-12-01T10:40:00+00:00,34856.00,34865.00,34853.00,34862.00,1.700000
2025-12-01T10:45:00+00:00,34862.00,34873.00,34859.00,34870.00,1.800000
2025-12-01T10:50:00+00:00,34870.00,34873.00,34857.00,34860.00,1.900000
2025-12-01T10:55:00+00:00,34860.00,34863.00,34849.00,34852.00,2.000000
2025-12-01T11:00:00+00:00,34852.00,34855.00,34843.00,34846.00,2.100000
2025-12-01T11:05:00+00:00,34846.00,34849.00,34839.00,34842.00,1.500000
2025-12-01T11:10:00+00:00,34842.00,34845.00,34837.00,34840.00,1.600000
2025-12-01T11:15:00+00:00,34840.00,34843.00,34837.00,34840.00,1.700000
2025-12-01T11:20:00+00:00,34840.00,34845.00,34837.00,34842.00,1.800000
2025-12-01T11:25:00+00:00,34842.00,34849.00,34839.00,34846.00,1.900000
2025-12-01T11:30:00+00:00,34846.00,34855.00,34843.00,34852.00,2.000000
2025-12-01T11:35:00+00:00,34852.00,34863.00,34849.00,34860.00,2.100000
2025-12-01T11:40:00+00:00,34860.00,34863.00,34847.00,34850.00,1.500000
2025-12-01T11:45:00+00:00,34850.00,34853.00,34839.00,34842.00,1.600000
2025-12-01T11:50:00+00:00,34842.00,34845.00,34833.00,34836.00,1.700000
2025-12-01T11:55:00+00:00,34836.00,34839.00,34829.00,34832.00,1.800000
2025-12-01T12:00:00+00:00,34832.00,34835.00,34827.00,34830.00,1.900000
2025-12-01T12:05:00+00:00,34830.00,34833.00,34827.00,34830.00,2.000000
2025-12-01T12:10:00+00:00,34830.00,34835.00,34827.00,34832.00,2.100000
2025-12-01T12:15:00+00:00,34832.00,34839.00,34829.00,34836.00,1.500000
2025-12-01T12:20:00+00:00,34836.00,34845.00,34833.00,34842.00,1.600000
2025-12-01T12:25:00+00:00,34842.00,34853.00,34839.00,34850.00,1.700000
2025-12-01T12:30:00+00:00,34850.00,34853.00,34837.00,34840.00,1.800000
2025-12-01T12:35:00+00:00,34840.00,34843.00,34829.00,34832.00,1.900000
2025-12-01T12:40:00+00:00,34832.00,34835.00,34823.00,34826.00,2.000000
2025-12-01T12:45:00+00:00,34826.00,34829.00,34819.00,34822.00,2.100000
2025-12-01T12:50:00+00:00,34822.00,34825.00,34817.00,34820.00,1.500000
2025-12-01T12:55:00+00:00,34820.00,34823.00,34817.00,34820.00,1.600000
2025-12-01T13:00:00+00:00,34820.00,34825.00,34817.00,34822.00,1.700000
2025-12-01T13:05:00+00:00,34822.00,34829.00,34819.00,34826.00,1.800000
2025-12-01T13:10:00+00:00,34826.00,34835.00,34823.00,34832.00,1.900000
2025-12-01T13:15:00+00:00,34832.00,34843.00,34829.00,34840.00,2.000000
2025-12-01T13:20:00+00:00,34840.00,34843.00,34827.00,34830.00,2.100000
2025-12-01T13:25:00+00:00,34830.00,34833.00,34819.00,34822.00,1.500000
2025-12-01T13:30:00+00:00,34822.00,34825.00,34813.00,34816.00,1.600000
2025-12-01T13:35:00+00:00,34816.00,34819.00,34809.00,34812.00,1.700000
2025-12-01T13:40:00+00:00,34812.00,34815.00,34807.00,34810.00,1.800000
2025-12-01T13:45:00+00:00,34810.00,34813.00,34807.00,34810.00,1.900000
2025-12-01T13:50:00+00:00,34810.00,34815.00,34807.00,34812.00,2.000000
2025-12-01T13:55:00+00:00,34812.00,34819.00,34809.00,34816.00,2.100000
2025-12-01T14:00:00+00:00,34816.00,34825.00,34813.00,34822.00,1.500000
2025-12-01T14:05:00+00:00,34822.00,34833.00,34819.00,34830.00,1.600000
2025-12-01T14:10:00+00:00,34830.00,34833.00,34817.00,34820.00,1.700000
2025-12-01T14:15:00+00:00,34820.00,34823.00,34809.00,34812.00,1.800000
2025-12-01T14:20:00+00:00,34812.00,34815.00,34803.00,34806.00,1.900000
2025-12-01T14:25:00+00:00,34806.00,34809.00,34799.00,34802.00,2.000000
2025-12-01T14:30:00+00:00,34802.00,34805.00,34797.00,34800.00,2.100000
2025-12-01T14:35:00+00:00,34800.00,34803.00,34797.00,34800.00,1.500000
2025-12-01T14:40:00+00:00,34800.00,34805.00,34797.00,34802.00,1.600000
2025-12-01T14:45:00+00:00,34802.00,34809.00,34799.00,34806.00,1.700000
2025-12-01T14:50:00+00:00,34806.00,34815.00,34803.00,34812.00,1.800000
2025-12-01T14:55:00+00:00,34812.00,34823.00,34809.00,34820.00,1.900000
2025-12-01T15:00:00+00:00,34820.00,34823.00,34807.00,34810.00,2.000000
2025-12-01T15:05:00+00:00,34810.00,34813.00,34799.00,34802.00,2.100000
2025-12-01T15:10:00+00:00,34802.00,34805.00,34793.00,34796.00,1.500000
2025-12-01T15:15:00+00:00,34796.00,34799.00,34789.00,34792.00,1.600000
2025-12-01T15:20:00+00:00,34792.00,34795.00,34787.00,34790.00,1.700000
2025-12-01T15:25:00+00:00,34790.00,34793.00,34787.00,34790.00,1.800000
2025-12-01T15:30:00+00:00,34790.00,34795.00,34787.00,34792.00,1.900000
2025-12-01T15:35:00+00:00,34792.00,34799.00,34789.00,34796.00,2.000000
2025-12-01T15:40:00+00:00,34796.00,34805.00,34793.00,34802.00,2.100000
2025-12-01T15:45:00+00:00,34802.00,34813.00,34799.00,34810.00,1.500000
2025-12-01T15:50:00+00:00,34810.00,34813.00,34797.00,34800.00,1.600000
2025-12-01T15:55:00+00:00,34800.00,34803.00,34789.00,34792.00,1.700000
2025-12-01T16:00:00+00:00,34792.00,34795.00,34783.00,34786.00,1.800000
2025-12-01T16:05:00+00:00,34786.00,34789.00,34779.00,34782.00,1.900000
2025-12-01T16:10:00+00:00,34782.00,34785.00,34777.00,34780.00,2.000000
2025-12-01T16:15:00+00:00,34780.00,34783.00,34777.00,34780.00,2.100000
2025-12-01T16:20:00+00:00,34780.00,34785.00,34777.00,34782.00,1.500000
2025-12-01T16:25:00+00:00,34782.00,34789.00,34779.00,34786.00,1.600000
2025-12-01T16:30:00+00:00,34786.00,34795.00,34783.00,34792.00,1.700000
2025-12-01T16:35:00+00:00,34792.00,34803.00,34789.00,34800.00,1.800000
